id,V1_sex,V4_area_origin,V6_province,V8_age,V9_age_at_program_end,V11_criminal_record,V12_n_criminal_record,V13_n_crime_cat,V15_main_crime_cat,V16_violent_crime,V17_crime_classification,V19_committed_crime,V20_n_juvenile_records,V21_n_crime,V23_territory_of_execution,V24_finished_program,V26_finished_measure_grouped,V27_program_duration_cat,V28_days_from_crime_to_program,V29_program_duration,V115_RECID2015_recid,V10_date_of_birth_year,V10_date_of_birth_month,V22_main_crime_date_year,V22_main_crime_date_month,V30_program_start_year,V30_program_start_month,V31_program_end_month
4742,0,1,1,17,19,0,3,2,1,1,1,5,0.0,1,1,2,2,0,435.0,0,0,1991,1,2008,11,2010,1,1
708,0,1,1,17,17,0,3,2,1,1,1,5,0.0,1,1,2,2,0,29.0,6,0,1992,8,2009,12,2010,1,2
2511,0,1,1,17,18,0,3,1,1,1,1,5,0.0,2,1,4,4,0,632.0,37,0,1991,9,2008,10,2010,7,8
4622,0,1,1,17,19,0,3,2,1,1,1,5,0.0,1,1,4,4,0,633.0,139,1,1991,7,2008,10,2010,7,12
2687,0,2,1,16,16,0,3,2,1,1,1,5,0.0,1,1,7,5,0,67.0,112,0,1993,12,2010,3,2010,5,9
4319,0,2,1,17,17,0,3,2,1,1,1,5,0.0,1,1,7,5,0,85.0,76,0,1992,10,2009,10,2010,1,4
2804,0,2,1,16,16,0,3,2,1,1,1,5,0.0,1,1,7,5,0,137.0,97,0,1993,11,2010,2,2010,6,10
2807,0,2,1,16,17,0,3,2,1,1,1,5,0.0,1,1,7,5,0,137.0,146,0,1993,9,2010,2,2010,6,11
3324,0,2,1,16,16,0,3,2,1,1,1,5,0.0,1,1,2,2,0,97.0,6,0,1993,10,2010,6,2010,9,9
1397,0,2,2,17,17,0,3,2,1,1,1,5,0.0,1,2,2,2,0,85.0,48,0,1992,11,2010,5,2010,8,9
884,0,2,3,17,19,0,3,2,1,1,1,5,0.0,1,3,3,3,0,711.0,91,0,1990,3,2007,11,2009,11,2
76,0,2,1,16,18,0,3,2,1,1,1,5,0.0,1,1,4,4,0,466.0,60,0,1992,5,2008,12,2010,3,5
91,0,2,1,17,19,0,3,2,1,1,1,5,0.0,1,1,4,4,0,465.0,83,0,1991,4,2008,12,2010,3,6
2360,0,2,1,17,17,0,3,2,1,1,1,5,0.0,1,1,2,2,0,82.0,48,0,1992,8,2010,2,2010,5,6
2932,0,2,1,17,17,0,3,1,1,1,1,5,0.0,2,1,2,2,0,165.0,15,0,1993,1,2010,5,2010,10,10
4109,0,2,1,17,17,0,3,1,1,1,1,5,0.0,2,1,2,2,0,104.0,35,0,1993,7,2010,8,2010,11,12
4680,0,2,1,17,18,0,3,2,1,1,1,5,0.0,1,1,2,2,0,117.0,39,0,1992,7,2010,5,2010,9,10
3869,0,2,1,16,16,0,3,2,1,1,1,5,0.0,1,1,2,2,0,101.0,27,0,1994,5,2010,7,2010,10,11
3871,0,2,1,17,17,0,3,2,1,1,1,5,0.0,1,1,2,2,0,101.0,28,0,1992,12,2010,7,2010,10,11
3875,0,2,1,17,17,0,3,2,1,1,1,5,0.0,1,1,2,2,0,101.0,29,0,1993,6,2010,7,2010,10,11
2658,0,2,1,17,18,0,3,2,1,1,1,5,0.0,1,1,2,2,0,38.0,69,0,1992,7,2010,4,2010,5,8
4575,1,2,1,17,18,0,3,2,1,1,1,5,0.0,1,1,2,2,0,347.0,6,0,1991,8,2009,2,2010,1,1
2217,0,3,2,17,19,0,3,1,1,1,1,5,0.0,2,2,3,3,0,444.0,103,0,1990,12,2008,11,2010,2,5
225,1,0,2,15,16,0,3,2,1,1,1,6,0.0,1,1,1,1,0,567.0,54,0,1993,4,2008,7,2010,2,4
194,0,0,1,16,18,0,3,2,1,1,1,6,0.0,1,1,1,1,2,341.0,633,0,1991,8,2007,11,2008,10,7
4386,0,2,1,17,20,0,3,2,1,1,1,6,0.0,1,1,1,1,2,920.0,392,0,1989,4,2006,8,2009,2,3
2409,0,2,1,16,19,0,3,2,1,1,1,6,0.0,1,1,1,1,2,265.0,567,0,1991,6,2008,3,2008,11,6
1077,0,2,1,17,19,0,3,2,1,1,1,6,0.0,1,1,1,1,2,306.0,447,0,1990,3,2008,1,2008,12,2
3479,0,0,1,14,14,0,3,2,1,1,1,6,0.0,1,1,7,5,0,86.0,91,0,1996,2,2010,6,2010,9,12
504,0,0,0,14,15,0,3,2,1,1,1,6,0.0,1,0,7,5,0,139.0,63,0,1995,6,2010,2,2010,7,9
1135,0,0,1,14,14,0,3,2,1,1,1,6,0.0,1,1,7,5,0,50.0,87,0,1995,12,2010,1,2010,2,5
2009,0,0,1,15,15,0,3,2,1,1,1,6,0.0,1,1,7,5,0,62.0,81,0,1994,10,2010,1,2010,3,6
2233,0,0,1,15,15,0,3,2,1,1,1,6,0.0,1,1,7,5,0,119.0,70,0,1994,10,2010,1,2010,5,7
2344,0,0,1,15,15,0,3,2,1,1,1,6,0.0,1,1,7,5,0,59.0,78,0,1994,8,2010,2,2010,4,7
2451,0,0,1,14,14,0,3,2,1,1,1,6,0.0,1,1,7,5,0,73.0,62,0,1995,8,2010,2,2010,4,7
3247,0,0,1,15,15,0,3,2,1,1,1,6,0.0,1,1,7,5,0,107.0,94,0,1995,5,2010,5,2010,9,12
4027,0,0,1,14,15,0,3,2,1,1,1,6,0.0,1,1,2,2,0,270.0,63,0,1994,7,2009,6,2010,3,5
23,0,0,0,15,16,0,3,2,1,1,1,6,0.0,1,0,4,4,0,548.0,26,0,1993,11,2008,12,2010,6,7
2102,0,0,1,14,14,0,3,0,1,1,1,6,0.0,3,1,2,2,0,133.0,17,0,1995,6,2010,1,2010,5,6
4036,1,0,1,15,15,0,3,2,1,1,1,6,0.0,1,1,2,2,0,224.0,28,0,1994,12,2010,3,2010,10,11
2383,1,0,1,14,14,0,3,1,1,1,1,6,0.0,2,1,2,2,0,69.0,55,0,1995,10,2010,2,2010,5,6
2385,1,0,1,15,15,0,3,1,1,1,1,6,0.0,2,1,2,2,0,86.0,29,0,1995,2,2010,2,2010,5,6
4042,1,0,1,14,15,0,3,2,1,1,1,6,0.0,1,1,2,2,0,230.0,33,0,1995,10,2010,3,2010,10,12
4045,1,0,1,14,15,0,3,2,1,1,1,6,0.0,1,1,2,2,0,229.0,50,0,1995,10,2010,3,2010,10,12
2310,1,0,1,15,15,0,3,2,1,1,1,6,0.0,1,1,2,2,0,156.0,27,0,1994,10,2009,12,2010,5,6
135,0,1,3,14,15,0,3,2,1,1,1,6,0.0,1,3,7,5,0,111.0,40,0,1995,3,2010,1,2010,5,6
3560,0,1,1,15,15,0,3,2,1,1,1,6,0.0,1,1,2,2,0,88.0,7,0,1995,2,2010,6,2010,9,9
213,0,1,1,15,16,0,3,2,1,1,1,6,0.0,1,1,2,2,0,126.0,18,0,1994,1,2009,10,2010,3,3
3631,0,1,1,15,15,0,3,2,1,1,1,6,0.0,1,1,2,2,0,67.0,28,0,1995,4,2010,7,2010,9,10
2340,0,2,1,15,16,0,3,2,1,1,1,6,0.0,1,1,7,5,0,59.0,78,0,1994,5,2010,2,2010,4,7
2417,0,2,1,15,16,0,3,2,1,1,1,6,0.0,1,1,7,5,0,83.0,70,0,1994,3,2010,2,2010,5,7
4525,0,2,1,15,17,0,3,2,1,1,1,6,0.0,1,1,7,5,1,346.0,204,0,1993,6,2009,3,2010,2,9
1788,0,2,1,14,15,0,3,2,1,1,1,6,0.0,1,1,7,5,0,108.0,124,0,1994,11,2009,11,2010,3,7
1786,0,2,1,15,15,0,3,2,1,1,1,6,0.0,1,1,7,5,0,139.0,62,0,1994,10,2009,11,2010,4,6
24,0,2,1,15,15,0,3,2,1,1,1,6,0.0,1,1,7,5,0,130.0,59,0,1994,7,2009,10,2010,2,4
855,0,2,1,15,16,0,3,2,1,1,1,6,0.0,1,1,2,2,0,117.0,19,0,1994,4,2009,11,2010,3,4
2880,0,2,1,15,15,0,3,2,1,1,1,6,0.0,1,1,2,2,0,291.0,8,0,1994,8,2009,9,2010,7,7
2238,0,0,1,16,17,0,3,2,1,1,1,6,0.0,1,1,7,5,0,119.0,70,0,1993,2,2010,1,2010,5,7
2900,0,0,1,17,18,0,3,2,1,1,1,6,0.0,1,1,2,2,0,140.0,41,0,1992,4,2010,2,2010,7,8
549,0,0,2,16,17,0,3,2,1,1,1,6,0.0,1,2,2,2,0,219.0,21,0,1992,12,2009,9,2010,4,5
4230,0,0,1,16,16,0,3,2,1,1,1,6,0.0,1,1,2,2,0,98.0,2,0,1994,3,2010,9,2010,12,12
3722,1,0,1,16,16,0,3,2,1,1,1,6,0.0,1,1,2,2,0,133.0,13,0,1993,11,2010,5,2010,9,10
3072,1,0,1,16,18,0,3,2,1,1,1,6,0.0,1,1,9,3,0,850.0,20,0,1992,2,2008,3,2010,7,7
2776,0,1,1,16,17,0,3,2,1,1,1,6,0.0,1,1,7,5,0,98.0,139,1,1992,7,2009,6,2009,9,2
2981,0,1,1,16,17,0,3,2,1,1,1,6,0.0,1,1,2,2,0,67.0,27,0,1993,6,2010,4,2010,6,7
814,0,1,1,17,17,0,3,2,1,1,1,6,0.0,1,1,2,2,0,75.0,6,0,1992,4,2009,12,2010,3,3
491,0,1,3,17,17,0,3,2,1,1,1,6,0.0,1,3,2,2,0,8.0,13,0,1993,2,2010,3,2010,4,4
3507,0,1,1,17,18,0,3,2,1,1,1,6,0.0,1,1,2,2,0,290.0,7,0,1991,10,2009,5,2010,2,2
2166,0,2,1,16,17,0,3,2,1,1,1,6,0.0,1,1,7,5,0,91.0,79,0,1993,2,2010,1,2010,4,7
1433,0,2,0,17,18,0,3,2,1,1,1,6,0.0,1,0,7,5,1,257.0,230,0,1992,4,2009,7,2010,3,11
1812,0,2,1,17,18,0,3,2,1,1,1,6,0.0,1,1,2,2,0,163.0,37,0,1992,1,2009,10,2010,4,5
843,0,2,1,16,17,0,3,2,1,1,1,6,0.0,1,1,2,2,0,199.0,29,0,1993,5,2009,12,2010,7,8
1111,0,2,3,17,18,0,3,1,1,1,1,6,0.0,2,3,9,3,0,234.0,141,0,1991,12,2009,9,2010,4,9
456,0,2,3,16,16,0,3,2,1,1,1,6,0.0,1,3,2,2,0,12.0,8,0,1994,1,2010,4,2010,4,4
3887,0,2,1,17,18,0,3,2,1,1,1,6,0.0,1,1,2,2,0,330.0,35,1,1992,2,2009,12,2010,10,12
161,0,2,1,17,18,0,3,2,1,1,1,6,0.0,1,1,2,2,0,319.0,29,0,1992,9,2009,10,2010,8,9
2370,0,2,1,16,16,0,3,2,1,1,1,6,0.0,1,1,2,2,0,33.0,47,0,1993,11,2010,3,2010,4,6
3599,0,2,1,17,18,0,3,2,1,1,1,6,0.0,1,1,2,2,0,142.0,29,0,1992,7,2010,5,2010,10,11
4176,1,2,1,16,17,0,3,2,1,1,1,6,0.0,1,1,2,2,0,163.0,25,0,1992,12,2009,10,2010,4,5
3455,0,3,1,17,17,0,3,2,1,1,1,6,0.0,1,1,2,2,0,105.0,22,0,1992,10,2010,6,2010,9,10
4826,0,3,1,17,19,0,3,2,1,1,1,6,0.0,1,1,2,2,0,466.0,24,0,1991,4,2008,12,2010,3,4
173,0,0,0,14,15,0,3,1,1,1,1,7,0.0,2,0,1,1,0,197.0,125,0,1995,1,2009,12,2010,7,11
3295,0,0,1,17,18,0,3,2,1,1,1,7,0.0,1,1,1,1,1,300.0,364,0,1991,5,2008,5,2009,3,3
3451,0,0,1,16,17,0,3,0,1,1,1,7,0.0,3,1,1,1,0,396.0,170,0,1992,6,2008,6,2009,7,1
2529,1,0,1,17,20,0,3,0,1,1,1,7,0.0,3,1,1,1,1,683.0,364,0,1989,12,2007,3,2009,2,2
2542,0,2,1,16,18,0,3,2,1,1,1,7,0.0,1,1,1,1,1,396.0,364,0,1991,11,2008,1,2009,2,2
2723,0,0,1,15,16,0,3,2,1,1,1,7,0.0,1,1,7,5,0,37.0,56,0,1994,5,2010,4,2010,5,7
3180,0,0,1,14,15,0,3,2,1,1,1,7,0.0,1,1,7,5,0,86.0,50,0,1995,7,2010,5,2010,8,9
4703,0,0,1,15,18,0,3,1,1,1,1,7,0.0,2,1,3,3,2,684.0,369,0,1992,1,2007,12,2009,10,10
502,0,0,1,15,16,0,3,2,1,1,1,7,0.0,1,1,4,4,0,400.0,153,0,1993,9,2008,12,2010,2,7
3152,0,0,1,14,14,0,3,2,1,1,1,7,0.0,1,1,2,2,0,117.0,19,0,1996,1,2010,3,2010,7,8
955,1,0,2,14,14,0,3,0,1,1,1,7,0.0,3,2,2,2,0,63.0,29,0,1996,3,2010,3,2010,5,6
1928,1,0,1,14,18,0,3,1,1,1,1,7,0.0,2,1,4,4,1,1049.0,263,0,1992,1,2006,12,2009,11,7
4604,1,0,1,15,16,0,3,2,1,1,1,7,0.0,1,1,4,4,0,501.0,48,0,1993,3,2008,7,2009,12,1
3150,1,0,1,15,16,0,3,2,1,1,1,7,0.0,1,1,2,2,0,149.0,108,0,1994,4,2010,3,2010,8,12
731,0,4,1,14,15,0,3,2,1,1,1,7,0.0,1,1,2,2,0,238.0,20,0,1995,1,2009,7,2010,3,3
3617,0,2,1,15,16,0,3,2,1,1,1,7,0.0,1,1,2,2,0,71.0,80,0,1994,10,2010,7,2010,9,12
3112,0,2,1,15,18,0,3,2,1,1,1,7,0.0,1,1,3,3,1,920.0,272,0,1992,1,2007,4,2009,10,7
4146,0,2,1,14,16,0,3,2,1,1,1,7,0.0,1,1,4,4,1,354.0,354,0,1994,3,2008,8,2009,7,7
2744,1,2,1,14,17,0,3,2,1,1,1,7,0.0,1,1,4,4,0,857.0,40,1,1993,6,2008,4,2010,8,9
2413,0,0,1,17,17,0,3,2,1,1,1,7,0.0,1,1,7,5,0,111.0,7,0,1992,12,2010,1,2010,5,5
3054,0,0,1,17,18,0,3,2,1,1,1,7,0.0,1,1,7,5,0,56.0,151,0,1991,9,2009,6,2009,8,1
3103,0,0,1,17,18,0,3,2,1,1,1,7,0.0,1,1,7,5,0,66.0,141,0,1991,12,2009,6,2009,8,1
4513,0,0,1,17,17,0,3,2,1,1,1,7,0.0,1,1,7,5,0,149.0,48,0,1992,9,2009,9,2010,2,4
3284,0,0,1,17,18,0,3,2,1,1,1,7,0.0,1,1,7,5,0,106.0,129,0,1991,10,2009,8,2009,11,3
4232,0,0,1,17,17,0,3,2,1,1,1,7,0.0,1,1,2,2,0,130.0,28,0,1992,8,2009,9,2010,1,2
493,0,0,1,16,17,0,3,2,1,1,1,7,0.0,1,1,4,4,0,430.0,109,0,1992,8,2008,12,2010,3,6
623,1,0,3,17,18,0,3,2,1,1,1,7,0.0,1,3,9,3,0,281.0,71,0,1991,8,2009,4,2010,1,4
1125,1,0,0,17,20,0,3,2,1,1,1,7,0.0,1,0,4,4,1,615.0,323,0,1990,9,2008,5,2010,2,12
2528,0,2,1,17,17,0,3,2,1,1,1,7,0.0,1,1,7,5,0,62.0,27,0,1992,12,2010,4,2010,6,7
2092,0,2,1,17,21,0,3,2,1,1,1,7,0.0,1,1,4,4,2,622.0,894,0,1988,12,2006,1,2007,10,3
4078,0,2,1,17,17,0,3,2,1,1,1,7,0.0,1,1,2,2,0,104.0,21,0,1993,6,2010,8,2010,11,12
1741,0,0,2,14,16,0,3,2,1,0,1,8,0.0,1,1,1,1,1,332.0,352,0,1994,4,2008,12,2009,11,10
4785,0,1,1,15,16,0,3,2,1,0,1,8,0.0,1,1,1,1,1,274.0,313,0,1993,7,2008,9,2009,6,5
4657,0,0,1,16,19,0,3,0,1,0,1,8,0.0,5,1,1,1,1,591.0,364,0,1990,11,2007,7,2009,2,2
116,0,0,3,16,19,0,3,2,1,0,1,8,0.0,1,3,1,1,1,679.0,180,0,1991,8,2008,8,2010,6,12
1129,0,0,3,16,17,0,3,2,1,0,1,8,0.0,1,3,1,1,1,339.0,299,0,1992,4,2008,6,2009,5,3
4349,1,0,1,16,18,0,3,1,1,0,1,8,0.0,2,1,1,1,1,316.0,328,0,1992,3,2008,8,2009,7,5
4833,0,4,1,17,21,0,3,1,1,0,1,8,0.0,2,1,1,1,0,1352.0,0,0,1989,5,2006,11,2010,8,8
3245,0,4,1,17,17,0,3,2,1,0,1,8,0.0,1,1,1,1,0,119.0,120,0,1992,5,2009,6,2009,9,1
3162,1,2,1,16,20,0,3,2,1,0,1,8,0.0,1,1,1,1,0,1455.0,73,0,1989,9,2006,5,2010,4,7
3478,0,0,1,15,16,0,3,2,1,0,1,8,0.0,1,1,7,5,0,79.0,76,0,1994,11,2010,6,2010,9,11
1171,0,0,2,15,16,0,3,2,1,0,1,8,0.0,1,2,7,5,0,74.0,107,0,1994,7,2010,4,2010,7,10
1188,0,0,2,14,14,0,3,2,1,0,1,8,0.0,1,2,7,5,0,120.0,22,0,1995,11,2010,3,2010,7,8
4431,0,0,1,15,16,0,3,2,1,0,1,8,0.0,1,1,7,5,0,180.0,16,0,1993,10,2009,8,2010,2,2
628,0,0,0,15,16,0,3,1,1,0,1,8,0.0,2,0,7,5,1,143.0,281,0,1993,12,2009,3,2009,8,5
537,0,0,3,14,15,0,3,2,1,0,1,8,0.0,1,3,7,5,1,136.0,204,0,1995,4,2010,1,2010,5,12
632,0,0,0,14,15,0,3,1,1,0,1,8,0.0,2,0,7,5,1,149.0,275,0,1995,1,2009,3,2009,8,5
638,0,0,0,14,16,0,3,1,1,0,1,8,0.0,2,0,7,5,1,144.0,280,0,1994,4,2009,3,2009,8,5
1776,0,0,1,14,15,0,3,2,1,0,1,8,0.0,1,1,7,5,0,45.0,105,0,1995,5,2010,2,2010,3,7
1783,0,0,1,15,15,0,3,2,1,0,1,8,0.0,1,1,7,5,0,45.0,105,0,1994,7,2010,2,2010,3,7
1895,0,0,1,15,16,0,3,1,1,0,1,8,0.0,2,1,7,5,0,240.0,61,0,1993,9,2009,7,2010,3,5
2244,0,0,1,15,15,0,3,1,1,0,1,8,0.0,2,1,7,5,0,65.0,53,0,1994,11,2010,2,2010,4,6
3246,0,0,1,15,16,0,3,2,1,0,1,8,0.0,1,1,7,5,0,157.0,132,0,1993,5,2009,4,2009,9,2
3304,0,0,1,15,16,0,3,2,1,0,1,8,0.0,1,1,7,5,0,79.0,97,0,1994,6,2010,4,2010,7,10
3450,0,0,1,15,16,0,3,2,1,0,1,8,0.0,1,1,7,5,0,97.0,77,0,1994,8,2010,6,2010,9,12
4151,0,0,1,15,17,0,3,1,1,0,1,8,0.0,2,1,7,5,1,279.0,274,0,1993,9,2009,5,2010,3,12
4204,0,0,1,15,16,0,3,2,1,0,1,8,0.0,1,1,7,5,0,178.0,27,0,1993,10,2009,6,2009,12,1
1301,0,0,0,15,16,0,3,2,1,0,1,8,0.0,1,0,7,5,0,106.0,39,0,1993,10,2009,8,2009,12,1
683,0,0,0,14,14,0,3,1,1,0,1,8,0.0,2,0,7,5,0,142.0,56,0,1996,1,2010,2,2010,7,9
2651,0,0,1,14,14,0,3,2,1,0,1,8,0.0,1,1,7,5,0,98.0,81,0,1996,1,2010,4,2010,7,10
248,0,0,1,15,16,0,3,1,1,0,1,8,0.0,2,1,7,5,0,250.0,17,0,1993,7,2009,5,2010,2,2
1856,0,0,1,15,16,0,3,2,1,0,1,8,0.0,1,1,2,2,0,363.0,29,0,1994,1,2009,7,2010,7,8
1773,0,0,2,15,17,0,3,1,1,0,1,8,0.0,2,2,2,2,0,848.0,6,0,1993,1,2008,7,2010,11,11
1777,0,0,2,15,18,0,3,1,1,0,1,8,0.0,2,2,2,2,0,847.0,7,0,1992,10,2008,7,2010,11,11
1905,0,0,2,15,16,0,3,2,1,0,1,8,0.0,1,2,2,2,0,91.0,31,0,1994,10,2010,7,2010,10,11
1855,0,0,2,15,16,0,3,2,1,0,1,8,0.0,1,2,2,2,0,264.0,21,0,1993,12,2009,4,2009,12,1
661,0,0,0,15,17,0,3,0,1,0,1,8,0.0,3,0,4,4,0,519.0,126,0,1992,11,2008,4,2009,9,1
2626,0,0,1,14,17,0,3,2,1,0,1,8,0.0,1,1,4,4,0,857.0,118,0,1993,5,2008,3,2010,7,11
2921,0,0,1,14,15,0,3,2,1,0,1,8,0.0,1,1,2,2,0,184.0,29,0,1995,4,2010,2,2010,8,9
3680,0,0,1,14,15,0,3,1,1,0,1,8,0.0,2,1,2,2,0,284.0,28,0,1995,9,2010,1,2010,10,11
3251,0,0,1,14,14,0,3,2,1,0,1,8,0.0,1,1,2,2,0,88.0,3,0,1996,4,2010,4,2010,7,7
3647,0,0,1,14,16,0,3,2,1,0,1,8,0.0,1,1,2,2,0,508.0,28,0,1993,7,2008,7,2009,12,1
138,1,0,2,15,17,0,3,2,1,0,1,8,0.0,1,2,3,3,0,718.0,94,0,1992,8,2007,12,2009,12,3
1254,1,0,0,15,17,0,3,2,1,0,1,8,0.0,1,0,9,3,0,547.0,70,0,1992,10,2008,5,2009,10,1
1270,1,0,0,14,16,0,3,2,1,0,1,8,0.0,1,0,9,3,0,533.0,80,0,1993,9,2008,5,2009,10,1
275,1,0,3,15,16,0,3,2,1,0,1,8,0.0,1,3,7,5,0,166.0,157,0,1994,1,2009,4,2009,10,3
283,1,0,3,14,15,0,3,2,1,0,1,8,0.0,1,3,7,5,0,166.0,157,0,1994,5,2009,4,2009,10,3
2065,0,4,1,15,16,0,3,2,1,0,1,8,0.0,1,1,2,2,1,195.0,182,0,1994,6,2009,12,2010,6,12
1316,0,4,3,15,15,0,3,2,1,0,1,8,0.0,1,3,2,2,0,148.0,9,0,1995,4,2010,6,2010,11,12
1324,0,4,3,14,15,0,3,2,1,0,1,8,0.0,1,3,2,2,0,148.0,2,0,1995,9,2010,6,2010,11,11
1565,0,4,0,14,16,0,3,2,1,0,1,8,0.0,1,0,4,4,0,670.0,62,0,1993,8,2008,7,2010,5,7
1578,0,4,0,14,16,0,3,2,1,0,1,8,0.0,1,0,4,4,0,722.0,128,0,1994,4,2008,7,2010,7,11
1583,0,4,0,15,17,0,3,2,1,0,1,8,0.0,1,0,4,4,0,635.0,107,0,1992,11,2008,7,2010,4,8
641,0,1,0,15,16,0,3,1,1,0,1,8,0.0,2,0,7,5,1,145.0,279,0,1993,9,2009,3,2009,8,5
3276,0,1,1,14,15,0,3,2,1,0,1,8,0.0,1,1,7,5,0,137.0,86,0,1995,6,2010,5,2010,9,12
3285,0,1,1,15,15,0,3,2,1,0,1,8,0.0,1,1,7,5,0,116.0,106,0,1995,3,2010,5,2010,9,12
4253,0,1,1,15,15,0,3,2,1,0,1,8,0.0,1,1,2,2,0,62.0,13,0,1995,6,2010,10,2010,12,12
1469,0,1,3,14,14,0,3,2,1,0,1,8,0.0,1,3,2,2,0,99.0,18,0,1996,4,2010,8,2010,12,12
2725,0,2,1,14,14,0,3,2,1,0,1,8,0.0,1,1,7,5,0,38.0,48,0,1995,9,2010,4,2010,5,7
2727,0,2,1,14,14,0,3,2,1,0,1,8,0.0,1,1,7,5,0,38.0,48,0,1995,10,2010,4,2010,5,7
4289,0,2,1,15,16,0,3,1,1,0,1,8,0.0,2,1,2,2,0,143.0,12,0,1994,10,2010,7,2010,12,12
117,0,2,1,15,15,0,3,2,1,0,1,8,0.0,1,1,2,2,0,49.0,16,0,1994,5,2009,12,2010,1,2
124,0,0,1,17,18,0,3,2,1,0,1,8,0.0,1,1,7,5,0,83.0,123,0,1992,5,2009,11,2010,2,6
3480,0,0,1,17,17,0,3,2,1,0,1,8,0.0,1,1,7,5,0,79.0,76,0,1993,3,2010,6,2010,9,11
3801,0,0,1,16,16,0,3,2,1,0,1,8,0.0,1,1,7,5,0,68.0,70,0,1994,7,2010,8,2010,10,12
179,0,0,2,16,16,0,3,2,1,0,1,8,0.0,1,2,7,5,0,78.0,21,0,1993,10,2009,11,2010,2,3
453,0,0,1,17,17,0,3,2,1,0,1,8,0.0,1,2,7,5,0,70.0,57,0,1992,9,2009,12,2010,3,4
2885,0,0,1,17,18,0,3,2,1,0,1,8,0.0,1,1,7,5,0,288.0,144,0,1992,3,2009,8,2010,5,10
3060,0,0,1,17,17,0,3,2,1,0,1,8,0.0,1,1,7,5,0,117.0,27,0,1992,11,2010,3,2010,7,8
243,0,0,1,16,16,0,3,2,1,0,1,8,0.0,1,1,7,5,0,82.0,59,0,1993,7,2009,12,2010,2,4
245,0,0,3,17,18,0,3,1,1,0,1,8,0.0,2,3,7,5,0,18.0,41,0,1992,3,2010,2,2010,3,4
622,0,0,0,17,18,0,3,1,1,0,1,8,0.0,2,0,7,5,1,241.0,195,1,1991,10,2008,12,2009,7,2
810,0,0,0,16,17,0,3,2,1,0,1,8,0.0,1,0,7,5,0,263.0,100,0,1992,12,2009,11,2010,8,11
1006,0,0,3,16,17,0,3,2,1,0,1,8,0.0,1,3,7,5,0,87.0,132,0,1993,2,2009,8,2009,11,3
1127,0,0,0,16,16,0,3,2,1,0,1,8,0.0,1,0,7,5,0,125.0,54,0,1993,6,2009,8,2009,12,2
1260,0,0,0,17,18,0,3,2,1,0,1,8,0.0,1,0,7,5,0,110.0,14,0,1992,11,2010,8,2010,12,12
1384,0,0,3,17,17,0,3,2,1,0,1,8,0.0,1,3,7,5,0,74.0,71,0,1992,6,2009,11,2010,2,4
2320,0,0,1,17,17,0,3,2,1,0,1,8,0.0,1,1,7,5,0,151.0,71,0,1993,6,2010,9,2010,4,7
2424,0,0,1,17,17,0,3,2,1,0,1,8,0.0,1,1,7,5,0,75.0,146,0,1992,10,2010,2,2010,5,10
2427,0,0,1,17,17,0,3,2,1,0,1,8,0.0,1,1,7,5,0,75.0,146,0,1992,10,2010,2,2010,5,10
2440,0,0,1,17,18,0,3,2,1,0,1,8,0.0,1,1,7,5,0,41.0,78,0,1992,7,2010,3,2010,5,7
2441,0,0,1,17,17,0,3,2,1,0,1,8,0.0,1,1,7,5,0,41.0,79,0,1992,9,2010,3,2010,5,7
2443,0,0,1,17,18,0,3,2,1,0,1,8,0.0,1,1,7,5,0,41.0,78,0,1992,6,2010,3,2010,5,7
2823,0,0,1,17,18,0,3,1,1,0,1,8,0.0,2,1,7,5,1,44.0,189,0,1992,11,2010,4,2010,6,12
3127,0,0,1,17,17,0,3,2,1,0,1,8,0.0,1,1,7,5,0,83.0,81,0,1992,11,2010,5,2010,8,10
3488,0,0,1,16,16,0,3,2,1,0,1,8,0.0,1,1,7,5,0,43.0,122,0,1993,2,2009,8,2009,10,2
3502,0,0,1,16,17,0,3,2,1,0,1,8,0.0,1,1,7,5,1,95.0,228,0,1993,3,2009,7,2009,10,6
3691,0,0,1,17,17,0,3,2,1,0,1,8,0.0,1,1,7,5,0,48.0,124,0,1992,7,2009,9,2009,10,3
3724,0,0,1,16,16,0,3,2,1,0,1,8,0.0,1,1,7,5,0,48.0,124,0,1993,4,2009,9,2009,10,3
3743,0,0,1,16,17,0,3,1,1,0,1,8,0.0,2,1,7,5,0,220.0,79,0,1992,10,2009,3,2009,11,1
3745,0,0,1,16,17,0,3,1,1,0,1,8,0.0,2,1,7,5,0,223.0,76,0,1992,9,2009,3,2009,11,1
3758,0,0,1,16,17,0,3,1,1,0,1,8,0.0,2,1,7,5,0,145.0,88,0,1992,7,2009,7,2009,11,2
3849,0,0,1,16,17,0,3,2,1,0,1,8,0.0,1,1,7,5,0,81.0,81,0,1992,12,2009,8,2009,11,1
3977,0,0,1,17,18,0,3,2,1,0,1,8,0.0,1,1,7,5,1,101.0,181,0,1991,10,2009,8,2009,12,6
3747,0,0,1,17,18,0,3,1,1,0,1,8,0.0,2,1,7,5,0,222.0,77,0,1991,5,2009,3,2009,11,1
3742,0,0,1,16,17,0,3,1,1,0,1,8,0.0,2,1,7,5,0,223.0,76,0,1992,5,2009,3,2009,11,1
1012,0,0,0,16,17,0,3,2,1,0,1,8,0.0,1,0,7,5,0,37.0,137,0,1993,2,2009,9,2009,10,3
